ra ,dec,u,b,v,r,i,j,h,k
11.055,39.815,18.690,18.430,17.670,17.300,9999.000,15.578,15.763,9999.000
11.296,41.673,18.600,18.310,17.110,16.510,9999.000,15.245,14.859,14.622
11.588,40.853,18.740,18.751,18.091,17.703,17.286,15.796,15.706,9999.000
11.879,40.452,19.390,18.920,17.843,17.185,16.627,15.812,15.391,15.086
11.896,40.441,17.540,17.670,16.930,16.600,9999.000,15.977,15.776,15.256
11.908,40.424,18.420,18.150,17.200,16.770,9999.000,16.149,15.867,17.192
11.913,40.418,19.370,18.844,17.659,16.935,16.355,15.385,14.883,14.830
12.112,41.635,18.480,17.500,15.990,14.960,9999.000,13.823,13.138,14.400
10.382,40.991,22.021,20.448,19.375,18.702,17.976,9999.000,9999.000,9999.000
10.474,40.914,20.325,20.304,19.487,18.978,18.349,9999.000,9999.000,9999.000
11.029,41.798,21.320,20.023,19.801,19.512,17.989,9999.000,9999.000,9999.000
11.133,41.873,22.650,20.061,19.147,18.572,17.874,9999.000,9999.000,9999.000
11.195,41.779,19.891,20.426,20.748,20.518,17.237,9999.000,9999.000,9999.000
11.284,41.945,19.367,20.606,19.547,18.904,18.277,9999.000,9999.000,9999.000
9.136,40.630,20.827,20.487,19.521,18.942,18.464,9999.000,9999.000,9999.000
10.228,41.980,21.116,20.211,18.986,18.170,17.081,9999.000,9999.000,9999.000
10.232,41.468,20.040,19.604,18.598,17.979,17.405,9999.000,9999.000,9999.000
10.258,41.139,20.749,21.828,20.125,19.041,18.074,9999.000,9999.000,9999.000
10.301,42.241,21.801,20.263,18.848,17.972,17.252,15.865,15.485,15.076
10.428,40.890,19.834,20.789,19.679,19.009,18.430,9999.000,9999.000,9999.000
10.527,40.867,22.418,21.181,20.207,19.592,18.832,9999.000,9999.000,9999.000
10.788,40.636,20.095,20.004,19.309,18.887,18.385,9999.000,9999.000,9999.000
10.860,41.884,22.113,21.347,20.147,19.383,18.540,9999.000,9999.000,9999.000
10.861,42.272,21.680,20.806,19.428,18.575,17.879,9999.000,9999.000,9999.000
11.353,41.716,19.427,21.495,20.393,19.704,19.039,9999.000,9999.000,9999.000
11.362,41.663,19.716,22.031,21.476,21.016,19.604,9999.000,9999.000,9999.000
12.128,41.925,20.328,19.802,18.604,17.867,17.220,16.212,15.954,15.113
9.294,40.331,20.322,19.079,17.653,16.759,15.948,14.815,14.188,13.830
9.390,40.625,19.884,19.864,19.106,18.654,18.186,9999.000,9999.000,9999.000
10.119,41.652,20.559,20.109,19.097,18.438,17.812,9999.000,9999.000,9999.000
10.139,40.865,20.091,20.055,18.953,18.295,17.820,16.082,15.139,15.236
10.688,41.298,18.986,18.680,17.784,17.191,16.624,15.077,14.790,14.097
10.813,41.791,20.817,20.217,19.485,19.009,18.316,9999.000,9999.000,9999.000
11.126,41.913,20.785,21.815,20.522,19.910,20.308,9999.000,9999.000,9999.000
11.319,41.684,20.580,21.175,20.099,19.350,18.076,9999.000,9999.000,9999.000
11.782,41.689,20.402,20.087,19.128,18.535,17.883,9999.000,9999.000,9999.000
8.795,41.734,18.159,17.831,16.917,16.314,15.738,15.160,14.431,14.457
8.822,41.370,17.790,17.482,16.583,15.989,15.420,9999.000,9999.000,9999.000
8.834,41.362,17.276,17.163,16.420,15.915,15.426,14.933,14.592,14.869
8.855,42.114,18.208,18.093,17.349,16.843,16.353,15.744,15.357,16.883
8.859,41.745,17.086,16.926,16.145,15.618,15.109,14.659,14.321,14.105
8.890,42.119,16.343,15.999,15.071,14.460,13.877,13.273,12.725,12.692
8.907,42.118,17.593,17.262,16.345,15.740,15.163,14.550,13.961,13.790
8.939,41.754,16.805,16.678,15.923,15.411,14.916,14.425,14.115,14.180
9.037,41.023,16.871,16.846,16.172,15.707,15.253,14.916,14.408,14.502
9.089,41.743,18.423,18.195,17.361,16.803,16.267,15.697,15.333,14.872
9.114,41.726,21.140,20.188,18.776,17.887,17.059,15.869,15.247,15.294
9.128,40.619,17.580,17.334,16.485,15.918,15.375,14.816,14.209,14.246
9.131,41.019,15.932,15.793,15.030,14.512,14.013,13.462,12.951,12.983
9.145,41.713,14.999,15.139,14.596,14.206,13.819,13.357,13.039,13.067
9.176,41.754,20.224,19.725,18.676,17.994,17.349,9999.000,9999.000,9999.000
9.188,41.014,17.264,17.160,16.424,15.923,15.438,14.950,14.327,14.367
9.191,41.711,18.037,17.487,16.397,15.692,15.026,14.360,13.789,13.712
9.193,41.348,16.833,16.280,15.187,14.481,13.814,13.221,12.684,12.625
9.203,42.103,17.390,17.140,16.288,15.720,15.176,14.663,14.167,14.147
9.204,41.708,18.088,17.704,16.746,16.116,15.518,14.910,14.485,14.340
9.239,40.658,16.933,16.722,15.900,15.349,14.820,9999.000,9999.000,9999.000
9.251,42.077,16.984,16.813,16.024,15.493,14.980,14.435,14.138,14.095
9.265,41.019,18.334,18.262,17.551,17.064,16.592,9999.000,9999.000,9999.000
9.270,40.618,14.693,14.755,14.150,13.724,13.305,12.933,12.602,12.621
9.273,41.001,17.011,16.802,15.982,15.432,14.904,14.431,14.104,14.071
9.274,42.032,15.949,15.952,15.302,14.850,14.407,13.989,13.615,13.453
9.276,41.693,17.992,18.112,17.555,17.157,16.762,16.474,15.978,16.406
9.284,41.780,17.126,17.064,16.362,15.880,15.411,15.003,14.743,14.980
9.294,40.568,19.187,18.582,17.447,16.717,16.029,9999.000,9999.000,14.512
9.306,41.650,18.361,18.139,17.308,16.753,16.220,15.680,15.418,15.521
9.306,41.963,17.353,16.758,15.632,14.906,14.223,13.564,13.004,12.892
9.307,41.707,16.983,16.439,15.352,14.649,13.985,13.471,12.906,12.840
9.404,41.006,16.702,16.618,15.897,15.405,14.927,14.347,13.790,13.846
9.424,41.012,16.878,16.976,16.401,15.992,15.588,15.034,14.587,14.639
9.658,41.389,18.950,18.710,17.866,17.303,16.762,9999.000,9999.000,9999.000
9.857,41.756,17.909,17.569,16.645,16.036,15.455,14.823,14.569,14.447
10.048,41.863,20.452,19.863,18.741,18.018,17.336,16.939,15.746,15.913
10.074,41.393,17.098,17.041,16.342,15.863,15.396,15.057,14.837,14.637
10.104,41.376,19.327,18.845,17.808,17.134,16.495,15.998,15.372,15.313
10.137,40.736,16.635,16.131,15.076,14.392,13.745,13.196,12.704,12.651
10.147,40.821,18.512,18.306,17.489,16.942,16.415,15.935,15.195,15.123
10.180,40.774,15.884,15.812,15.101,14.614,14.142,13.704,13.267,13.231
10.261,40.643,15.417,15.446,14.816,14.375,13.943,13.508,13.205,13.114
10.264,42.118,15.493,15.610,15.050,14.650,14.253,13.837,13.521,13.420
10.280,41.362,16.121,16.025,15.294,14.797,14.314,13.824,13.402,13.439
10.289,41.383,17.847,17.352,16.305,15.625,14.982,14.373,13.825,13.750
10.291,42.083,15.763,15.721,15.035,14.562,14.102,13.609,13.160,13.221
10.291,41.753,16.683,16.756,16.161,15.740,15.326,14.849,14.396,14.418
10.297,42.095,17.492,17.523,16.894,16.454,16.023,15.568,15.055,15.102
10.300,41.757,16.916,17.036,16.479,16.081,15.686,15.208,15.146,14.755
10.308,42.122,16.060,16.157,15.580,15.171,14.767,14.277,13.984,13.812
10.312,41.358,14.961,14.788,13.996,13.463,12.950,12.508,12.070,12.093
10.341,41.841,19.852,19.856,19.205,18.754,18.311,9999.000,9999.000,9999.000
10.385,42.076,18.393,17.925,16.900,16.232,15.600,14.374,13.751,13.621
10.435,41.759,14.290,14.445,13.915,13.533,13.152,12.370,11.940,11.934
10.477,41.385,20.761,20.300,19.281,18.616,17.987,15.340,14.709,14.867
10.506,42.083,20.962,20.468,19.422,18.742,18.099,16.304,15.483,15.300
10.545,41.778,21.064,20.671,19.705,19.071,18.469,9999.000,9999.000,9999.000
10.570,40.430,18.251,17.983,17.117,16.541,15.989,15.220,14.581,14.853
10.584,42.115,16.558,16.414,15.647,15.127,14.626,14.131,13.656,13.763
10.589,41.380,21.199,21.023,20.229,19.695,19.181,9999.000,9999.000,9999.000
10.648,41.752,15.054,15.256,14.764,14.403,14.041,13.322,13.040,12.957
10.648,42.062,20.823,20.431,19.466,18.833,18.231,9999.000,9999.000,9999.000
10.661,42.119,18.730,18.108,16.959,16.221,15.526,15.032,14.313,14.036
10.746,42.102,17.595,17.579,16.912,16.451,16.001,15.126,14.657,14.623
10.752,41.394,17.926,18.193,17.752,17.421,17.085,14.801,14.578,14.434
10.754,41.381,19.026,18.940,18.219,17.726,17.248,14.554,13.977,13.755
10.775,41.375,21.308,20.254,18.761,17.825,16.956,15.642,15.056,14.363
10.779,42.115,18.631,18.061,16.955,16.241,15.568,15.099,14.484,14.555
10.787,41.740,15.562,15.426,14.664,14.148,13.649,12.723,12.235,12.238
10.869,41.244,16.343,15.806,14.726,14.027,13.367,12.760,12.196,12.175
10.889,40.885,17.656,17.314,16.389,15.779,15.197,14.638,14.066,14.194
10.953,40.504,17.363,17.187,16.393,15.859,15.345,14.768,14.224,14.106
10.967,40.375,17.259,17.102,16.324,15.799,15.292,14.692,14.176,14.151
11.062,40.480,18.174,17.708,16.683,16.016,15.384,14.696,14.079,14.118
11.290,40.638,18.005,18.000,17.342,16.886,16.440,15.648,15.234,16.042
11.301,40.610,16.551,16.797,16.339,15.997,15.653,15.039,14.613,14.578
11.357,41.023,19.124,18.871,18.016,17.447,16.901,16.081,15.538,15.937
11.457,41.522,16.427,16.343,15.623,15.131,14.653,14.026,13.599,13.688
11.674,40.433,18.950,18.544,17.567,16.928,16.320,15.547,15.038,14.880
11.680,40.659,18.186,18.090,17.359,16.862,16.379,15.893,15.531,15.537
11.710,40.656,20.577,19.954,18.805,18.067,17.371,9999.000,9999.000,9999.000
11.779,40.617,16.925,16.596,15.680,15.076,14.499,13.787,13.240,13.147
11.815,40.616,20.160,19.975,19.174,18.636,18.118,9999.000,9999.000,9999.000
11.976,40.769,19.043,18.708,17.788,17.181,16.602,15.742,16.147,15.177
11.998,41.814,18.448,17.942,16.885,16.200,15.552,14.836,14.414,14.401
12.022,41.831,17.915,17.796,17.048,16.540,16.048,15.457,14.729,15.021
12.029,41.483,16.902,16.726,15.932,15.398,14.884,14.435,13.928,13.878
12.032,41.966,19.567,19.250,18.344,17.745,17.174,16.663,15.945,16.312
12.066,41.641,16.965,16.907,16.207,15.727,15.260,14.740,14.428,14.407
12.072,41.371,16.634,16.676,16.056,15.622,15.195,14.813,14.642,14.618
12.135,41.383,17.723,17.803,17.213,16.796,16.384,15.781,15.539,15.111
12.187,41.387,16.805,16.799,16.141,15.684,15.238,14.800,14.361,14.356
12.248,41.470,17.282,17.220,16.517,16.035,15.566,15.024,14.666,14.408
12.320,41.016,18.266,18.954,18.848,18.709,18.543,9999.000,9999.000,9999.000
10.447,41.379,19.561,18.730,17.820,17.440,16.810,16.307,16.104,17.713
10.640,41.361,19.754,18.536,17.092,15.968,9999.000,13.350,12.720,12.447
10.644,41.252,17.974,17.630,16.823,16.378,16.100,15.237,14.649,15.209
10.457,40.883,19.465,19.839,19.335,18.786,17.895,16.766,16.283,16.250
10.650,41.295,18.737,18.603,17.895,17.543,17.141,9999.000,9999.000,9999.000
10.718,40.799,22.069,20.814,19.459,18.496,17.631,9999.000,9999.000,9999.000
10.750,41.246,17.434,17.208,16.465,16.087,15.718,15.063,14.787,14.689
11.115,41.193,18.733,18.272,17.460,16.947,16.550,15.883,15.377,15.945
9.327,40.355,19.279,18.796,17.715,17.092,16.381,15.797,15.037,14.628
10.784,41.281,17.412,16.582,15.624,15.043,9999.000,13.698,13.103,12.993
10.986,41.439,15.663,15.626,15.065,14.721,14.310,14.015,13.545,13.566
11.672,41.834,20.161,18.824,17.583,16.732,15.974,15.039,14.566,14.558
11.050,41.981,16.849,16.975,16.439,16.162,15.722,15.376,15.183,14.991
10.875,41.244,17.660,17.488,16.768,16.379,16.012,15.126,14.625,14.482
10.661,41.339,18.697,17.809,16.822,16.250,15.801,14.790,14.240,13.952
10.735,41.306,19.169,18.523,17.620,17.078,16.667,15.736,17.252,9999.000
10.610,41.333,21.279,20.052,18.662,17.754,16.844,15.105,15.081,9999.000
10.633,41.263,20.424,19.756,19.007,18.574,18.300,9999.000,9999.000,9999.000
10.664,41.228,21.192,19.857,18.376,17.178,15.759,14.314,13.499,13.319
10.739,41.215,21.489,20.522,19.408,18.663,17.950,9999.000,9999.000,9999.000
10.659,41.227,19.491,19.642,19.051,18.543,9999.000,9999.000,9999.000,9999.000
10.655,41.296,20.621,20.248,19.404,18.841,17.992,9999.000,9999.000,9999.000
10.691,41.298,20.887,19.800,18.548,17.396,17.920,14.385,14.695,13.990
10.605,41.299,22.129,20.571,19.256,18.426,17.827,9999.000,9999.000,9999.000
10.613,41.286,19.451,19.431,18.725,18.365,18.035,9999.000,9999.000,9999.000
10.609,41.318,20.135,19.390,18.422,17.842,17.379,9999.000,9999.000,9999.000
10.609,41.293,21.345,21.304,20.020,20.160,19.068,9999.000,9999.000,9999.000
10.637,41.271,20.438,20.368,19.880,19.329,9999.000,9999.000,9999.000,9999.000
10.722,41.213,20.153,20.006,19.522,19.185,18.538,9999.000,9999.000,9999.000
10.695,41.295,20.533,20.240,19.545,19.114,17.770,9999.000,9999.000,9999.000
10.631,41.339,21.547,20.448,19.209,18.418,17.818,9999.000,9999.000,9999.000
10.706,41.228,19.648,19.560,18.810,18.322,17.783,9999.000,14.573,9999.000
10.623,41.333,19.605,18.878,17.585,16.620,15.778,14.552,13.729,13.571
10.642,41.325,18.519,19.029,18.800,18.796,18.582,9999.000,9999.000,9999.000
10.634,41.323,18.464,18.425,17.767,17.363,16.972,15.062,14.972,9999.000
10.733,41.231,20.143,19.842,19.063,18.549,18.061,9999.000,9999.000,9999.000
10.716,41.216,21.689,20.471,19.009,18.008,17.111,15.672,19.647,9999.000
10.629,41.226,20.111,19.207,18.059,17.239,16.365,15.448,14.898,14.631
10.703,41.203,21.143,19.985,18.526,17.504,9999.000,15.578,14.915,14.451
10.647,41.247,21.949,20.606,19.583,18.969,9999.000,16.613,14.666,15.215
10.625,41.227,22.776,20.957,19.669,18.906,18.161,9999.000,9999.000,9999.000
10.643,41.284,22.307,20.695,19.172,18.434,9999.000,17.914,16.984,14.978
10.611,41.230,20.631,19.536,18.217,17.339,9999.000,15.721,15.325,14.852
10.675,41.254,21.214,20.441,19.458,9999.000,9999.000,9999.000,15.475,13.572
10.684,41.240,20.239,20.030,19.241,18.774,9999.000,9999.000,9999.000,9999.000
10.630,41.337,18.186,17.661,17.370,16.799,16.649,15.289,20.121,9999.000
10.647,41.333,21.020,19.570,18.239,17.316,16.612,17.088,16.177,16.402
10.624,41.331,17.663,17.188,16.222,15.732,15.342,14.531,13.894,13.709
10.607,41.330,18.886,19.123,18.790,18.721,18.731,9999.000,9999.000,9999.000
10.654,41.308,19.385,18.809,17.926,17.402,16.931,17.101,15.794,19.042
10.609,41.287,20.662,20.460,19.749,19.231,18.937,9999.000,9999.000,9999.000
10.660,41.280,21.677,21.458,20.969,20.078,15.600,16.197,15.983,15.926
10.638,41.275,16.344,16.341,15.741,15.270,14.910,14.775,14.552,14.686
10.629,41.261,19.721,19.371,18.570,18.123,17.920,9999.000,9999.000,9999.000
10.612,41.251,19.305,19.097,18.328,17.978,17.631,9999.000,9999.000,9999.000
10.654,41.240,19.571,18.627,17.571,16.856,16.800,9999.000,9999.000,14.185
10.632,41.225,20.159,19.489,18.562,17.974,17.503,15.069,15.063,9999.000
10.619,41.221,20.082,19.896,19.166,18.839,9999.000,9999.000,9999.000,9999.000
10.624,41.218,21.491,20.785,19.956,19.644,9999.000,9999.000,9999.000,9999.000
10.645,41.197,18.358,18.265,17.622,17.265,16.824,9999.000,9999.000,9999.000
10.688,41.317,17.078,16.474,15.591,15.119,14.940,13.963,13.355,13.419
10.699,41.249,18.759,17.973,16.998,16.410,16.480,9999.000,9999.000,9999.000
10.726,41.271,19.134,18.363,17.392,16.783,9999.000,14.488,13.688,13.591
10.732,41.243,20.614,19.620,18.396,17.531,16.676,9999.000,9999.000,9999.000
10.738,41.239,20.663,19.709,18.611,17.859,17.117,15.397,14.598,14.452
10.734,41.224,19.115,18.074,17.000,16.314,15.741,15.057,14.515,14.748
10.738,41.220,18.057,17.706,16.920,16.480,16.099,15.459,15.479,15.150
10.725,41.256,19.199,19.059,18.792,18.905,9999.000,9999.000,9999.000,9999.000
10.733,41.238,20.202,19.895,19.079,18.655,18.384,9999.000,9999.000,9999.000
10.656,41.307,20.852,20.530,19.595,19.237,19.014,9999.000,9999.000,9999.000
10.743,41.237,17.121,16.805,16.038,15.624,9999.000,14.792,14.217,14.589
10.626,41.256,19.156,19.151,18.574,18.282,18.155,9999.000,9999.000,9999.000
10.704,41.278,18.903,18.905,18.201,17.270,9999.000,9999.000,9999.000,9999.000
10.357,41.172,19.771,18.952,17.969,17.362,16.734,16.075,16.396,14.905
10.423,41.052,19.444,19.390,18.968,18.779,18.491,9999.000,9999.000,9999.000
10.450,41.067,18.412,18.286,17.560,17.147,16.613,16.276,15.192,16.658
10.459,40.863,20.945,19.560,18.353,17.550,16.870,15.955,15.231,14.526
10.496,41.366,19.637,19.713,19.145,18.817,18.538,9999.000,9999.000,9999.000
10.508,40.797,18.959,19.350,19.115,19.029,18.791,9999.000,9999.000,9999.000
10.544,41.264,18.919,19.276,19.409,20.683,19.719,17.667,15.282,9999.000
10.547,41.498,18.467,18.335,17.619,17.242,16.882,15.474,15.477,9999.000
10.552,40.811,17.923,18.636,18.418,18.341,18.182,9999.000,9999.000,9999.000
10.567,41.136,20.433,19.124,17.702,16.711,15.771,14.638,13.828,13.720
10.572,41.128,18.678,18.099,17.183,16.656,16.066,15.045,14.294,13.989
10.587,41.077,19.929,19.979,19.318,18.932,18.489,9999.000,9999.000,9999.000
10.614,40.825,22.372,21.279,19.777,18.613,17.267,15.098,14.857,9999.000
10.629,40.905,20.178,19.783,18.863,18.292,17.632,15.387,15.387,9999.000
10.633,41.345,19.809,19.610,19.142,18.995,18.864,9999.000,9999.000,9999.000
10.646,40.811,18.572,19.034,18.623,18.413,18.005,9999.000,9999.000,9999.000
10.669,41.362,20.159,19.641,18.761,18.310,17.930,9999.000,9999.000,9999.000
10.682,41.356,19.387,19.475,18.922,18.606,18.332,9999.000,9999.000,9999.000
10.689,41.362,21.225,19.945,18.675,17.851,17.143,16.239,9999.000,15.560
10.693,40.810,20.968,19.973,18.956,18.217,17.462,9999.000,9999.000,9999.000
10.706,40.881,21.938,20.728,19.368,18.441,17.607,9999.000,9999.000,9999.000
10.710,40.847,21.086,20.035,18.948,18.269,17.598,9999.000,9999.000,9999.000
10.725,40.779,20.593,19.626,18.574,17.879,17.160,9999.000,9999.000,9999.000
10.731,41.342,23.978,20.630,19.219,18.366,17.792,9999.000,9999.000,9999.000
10.730,41.036,17.565,17.398,16.654,16.256,15.777,15.740,15.279,15.190
10.735,41.303,20.647,19.608,18.303,17.315,16.281,9999.000,9999.000,9999.000
10.736,40.870,20.030,19.662,18.786,18.265,17.675,9999.000,9999.000,9999.000
10.737,40.856,20.530,19.832,18.860,18.234,17.583,9999.000,9999.000,9999.000
10.758,40.832,21.577,20.398,19.152,18.329,17.547,9999.000,9999.000,9999.000
10.773,41.197,21.719,20.358,18.914,17.899,16.974,15.903,15.171,15.331
10.818,41.625,18.869,19.218,18.371,17.380,16.098,14.506,13.779,13.345
10.898,40.889,18.364,18.371,17.843,17.558,17.158,9999.000,9999.000,9999.000
10.985,41.715,19.416,19.405,18.738,18.327,17.772,9999.000,9999.000,9999.000
11.107,41.737,19.785,19.825,19.156,18.805,18.237,9999.000,9999.000,9999.000
11.198,41.403,18.080,18.302,18.035,17.871,17.552,9999.000,9999.000,9999.000
11.227,41.158,19.842,19.742,18.987,18.534,18.096,9999.000,9999.000,9999.000
11.232,41.214,21.764,20.434,18.919,17.790,16.530,15.232,14.494,14.430
11.321,41.411,19.427,19.335,18.647,18.216,17.698,9999.000,9999.000,9999.000
11.374,41.380,19.930,19.543,18.772,18.267,17.695,9999.000,9999.000,9999.000
11.398,41.303,22.556,21.265,19.825,18.813,17.811,15.182,15.123,9999.000
9.676,40.203,18.478,18.573,18.007,17.728,17.277,9999.000,9999.000,9999.000
9.734,40.054,19.277,18.951,18.161,17.727,17.190,9999.000,9999.000,9999.000
9.926,40.675,18.461,18.722,18.043,17.623,17.020,9999.000,9999.000,9999.000
10.000,40.573,20.421,19.416,18.050,17.125,9999.000,15.453,14.766,14.922
10.358,40.589,19.093,18.802,17.887,17.373,16.757,16.156,15.278,14.890
10.680,41.201,17.090,17.102,16.514,16.182,15.872,15.064,14.621,14.260
10.694,41.862,18.343,18.450,17.974,17.676,17.243,9999.000,9999.000,9999.000
10.953,41.857,18.277,18.328,17.721,17.399,16.957,16.790,15.951,16.746
10.989,41.999,20.606,19.316,18.156,17.363,16.556,15.677,15.101,15.202
11.000,41.863,18.380,18.468,17.893,17.602,17.170,9999.000,9999.000,9999.000
11.051,42.013,17.875,17.611,16.850,16.442,15.950,15.605,15.148,15.001
11.075,41.869,19.218,18.896,18.102,17.650,17.065,16.127,15.830,15.912
11.085,41.792,19.148,18.886,18.134,17.697,17.155,16.203,16.650,9999.000
11.185,42.169,18.101,18.170,17.564,17.263,16.734,16.603,16.178,16.690
11.197,41.866,16.845,16.913,16.345,16.062,15.679,15.531,15.267,15.280
11.321,42.183,17.981,18.079,17.521,17.237,16.747,15.350,15.381,9999.000
11.333,41.320,20.934,19.702,18.481,17.564,16.707,15.965,15.197,14.777
11.529,41.639,19.402,19.005,18.146,17.668,17.128,16.729,15.957,15.848
11.554,42.176,18.830,18.753,18.045,17.621,17.123,15.448,15.784,9999.000
11.619,41.885,18.084,18.157,17.545,17.005,16.732,15.161,14.871,9999.000
11.628,41.972,19.658,18.972,18.055,17.432,16.782,16.088,15.694,15.731
11.661,42.273,18.990,18.872,18.249,17.869,17.317,15.493,9999.000,9999.000
11.690,42.354,19.041,18.575,17.795,17.336,16.786,15.387,15.253,9999.000
11.848,41.762,18.553,18.534,17.915,17.524,17.060,9999.000,9999.000,9999.000
9.489,40.414,21.381,20.358,19.161,18.342,17.513,16.440,15.549,15.900
9.726,40.446,21.515,20.364,19.167,18.319,17.470,9999.000,9999.000,9999.000
10.081,40.545,18.412,17.242,15.737,14.873,14.088,12.651,11.937,11.816
10.202,40.987,22.963,21.277,19.685,18.557,17.273,15.959,15.479,14.906
10.258,41.049,17.526,18.698,18.583,17.830,18.554,9999.000,9999.000,9999.000
10.242,41.058,18.030,18.419,17.943,17.618,17.255,9999.000,9999.000,9999.000
11.232,41.489,18.439,19.199,18.585,17.729,18.254,9999.000,9999.000,9999.000
11.143,41.403,19.372,19.556,19.240,19.073,19.120,9999.000,9999.000,9999.000
11.234,41.693,20.973,20.739,19.740,19.837,18.930,9999.000,9999.000,9999.000
11.279,41.649,20.042,20.584,19.230,20.027,18.890,9999.000,9999.000,9999.000
11.307,41.709,20.868,20.558,19.530,19.789,19.290,9999.000,9999.000,9999.000
11.362,41.762,20.132,20.181,19.110,19.740,18.520,9999.000,9999.000,9999.000
11.387,41.806,20.527,20.517,19.850,19.835,19.080,9999.000,9999.000,9999.000
11.416,41.776,20.972,20.668,19.610,19.478,18.780,9999.000,9999.000,9999.000
10.742,40.946,20.147,18.969,18.066,17.071,16.354,15.460,14.954,15.152
10.755,40.905,20.993,19.760,18.613,17.797,17.290,16.832,16.508,18.553
11.099,41.751,21.941,21.733,21.143,20.331,19.232,9999.000,9999.000,9999.000
11.105,41.758,21.719,21.470,20.597,20.572,20.580,9999.000,9999.000,9999.000
11.591,42.109,21.264,20.085,18.614,17.634,16.727,15.531,14.784,14.765
9.915,40.566,20.257,19.980,19.213,18.691,18.326,9999.000,9999.000,9999.000
10.002,40.732,20.222,19.931,19.125,18.659,18.026,9999.000,9999.000,9999.000
10.023,40.937,21.218,20.672,20.036,19.462,18.627,9999.000,9999.000,9999.000
10.025,40.594,19.538,19.590,18.895,18.260,17.317,9999.000,9999.000,9999.000
10.070,40.660,20.397,19.981,19.272,18.792,18.017,9999.000,9999.000,9999.000
10.079,41.014,20.310,19.902,18.931,18.266,17.472,15.928,9999.000,16.063
10.103,40.813,18.602,18.453,17.816,17.395,17.004,15.623,15.146,14.542
10.316,40.475,20.129,19.916,19.116,18.626,18.011,9999.000,9999.000,9999.000
10.324,40.726,20.673,21.009,20.051,19.321,18.594,9999.000,9999.000,9999.000
10.332,40.658,21.733,20.841,19.927,18.904,18.158,9999.000,9999.000,9999.000
10.343,40.833,21.597,21.098,20.050,19.343,18.418,9999.000,9999.000,9999.000
10.354,40.756,20.796,20.501,19.754,19.305,18.714,9999.000,9999.000,9999.000
10.392,40.706,21.073,20.705,19.797,19.212,18.393,16.751,15.489,15.182
10.397,40.895,21.233,20.801,19.928,19.317,18.581,9999.000,9999.000,9999.000
10.410,40.974,20.458,20.105,19.312,18.855,18.324,9999.000,9999.000,9999.000
10.419,40.769,20.546,20.506,19.862,19.263,18.414,9999.000,9999.000,9999.000
10.462,40.754,20.582,20.639,20.049,19.564,18.835,9999.000,9999.000,9999.000
10.463,41.337,19.020,19.115,18.441,18.102,17.813,9999.000,9999.000,9999.000
10.510,40.896,20.329,19.868,19.423,19.062,18.518,9999.000,9999.000,9999.000
10.540,40.796,16.988,16.677,15.910,15.498,15.080,14.553,13.979,14.052
10.555,40.770,20.536,20.242,19.496,18.967,18.244,9999.000,9999.000,9999.000
10.560,40.835,21.005,20.748,20.058,19.565,19.091,9999.000,9999.000,9999.000
10.573,40.921,19.700,19.397,18.864,18.177,17.763,9999.000,9999.000,9999.000
10.634,40.893,21.499,20.898,20.168,19.525,18.842,9999.000,9999.000,9999.000
10.775,41.850,20.356,19.910,19.097,18.531,17.922,9999.000,9999.000,9999.000
10.833,41.662,20.366,20.082,19.450,19.025,18.327,9999.000,9999.000,9999.000
10.985,41.330,18.783,18.778,18.138,17.761,17.356,9999.000,9999.000,9999.000
11.019,41.536,20.776,19.840,18.854,18.170,17.391,9999.000,9999.000,9999.000
11.029,41.818,19.551,19.352,18.610,18.131,17.381,9999.000,9999.000,9999.000
11.031,41.785,20.929,20.729,19.989,19.483,18.686,9999.000,9999.000,9999.000
11.086,41.696,19.821,19.639,18.944,18.417,17.821,9999.000,9999.000,9999.000
11.215,41.849,20.970,20.726,20.187,19.858,19.376,9999.000,9999.000,9999.000
11.244,41.944,21.306,20.676,19.839,19.285,18.487,9999.000,9999.000,9999.000
11.259,41.393,19.189,19.032,18.384,17.961,17.435,9999.000,9999.000,9999.000
11.282,41.588,20.361,20.445,19.734,19.105,18.205,9999.000,9999.000,9999.000
11.308,41.526,20.302,19.923,19.095,18.489,17.586,9999.000,9999.000,9999.000
9.546,40.648,20.550,20.054,19.146,18.566,17.924,9999.000,9999.000,9999.000
9.683,40.417,20.676,20.434,19.881,19.386,18.403,9999.000,9999.000,9999.000
9.703,40.522,18.081,18.980,18.841,18.800,18.547,9999.000,9999.000,9999.000
9.925,40.873,18.134,18.532,18.190,17.902,17.287,16.332,9999.000,15.683
9.963,40.759,20.125,20.172,19.454,18.993,18.457,9999.000,9999.000,9999.000
10.002,40.814,19.309,19.144,18.345,17.890,17.315,9999.000,9999.000,9999.000
10.015,40.734,18.515,18.209,17.314,16.814,16.227,15.499,9999.000,15.103
10.104,40.633,20.300,20.038,19.309,18.831,18.186,9999.000,9999.000,9999.000
10.150,40.652,19.673,19.796,19.190,18.756,18.152,9999.000,9999.000,9999.000
10.158,40.634,21.097,20.324,19.306,18.621,17.784,9999.000,9999.000,9999.000
10.240,41.010,19.639,19.455,18.883,18.532,18.019,9999.000,9999.000,9999.000
10.242,41.061,17.929,18.821,18.735,18.716,18.493,9999.000,9999.000,9999.000
10.271,41.185,20.331,19.970,19.122,18.594,17.977,9999.000,9999.000,9999.000
