,ac age,fu,fb,fv,fr,fi,fj,fh,fk,nuv,enuv,fuv,efuv,Vr
320,other class,9,9,1,9,1,0,0,0,21.49,0.05,999.00,999.00,-205.00
321,old cluster,7,7,0,7,0,0,0,0,999.00,999.00,21.98,0.23,-148.00
322,old cluster,7,7,0,7,0,9,9,9,18.33,0.02,18.65,0.03,-390.00
323,other class,1,1,1,1,1,0,0,0,999.00,999.00,999.00,999.00,-400.00
324,old cluster,7,7,0,7,0,0,0,0,21.30,0.05,21.62,0.15,-97.00
325,old cluster,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
326,old cluster,7,19,7,19,7,5,5,5,999.00,999.00,999.00,999.00,-166.00
327,old cluster,7,19,7,19,29,0,0,0,21.37,0.05,22.61,0.11,-247.00
328,old cluster,0,0,0,6,0,0,9,9,21.05,0.07,999.00,999.00,4.00
329,old cluster,7,19,7,19,29,9,9,9,19.87,0.03,20.37,0.04,-479.00
330,other class,1,19,19,19,1,9,9,9,20.57,0.03,21.28,0.07,-186.00
331,old cluster,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,-437.00
332,young clster,6,0,0,0,0,0,0,0,22.23,0.14,22.37,0.19,-376.00
333,old cluster,7,7,0,7,0,5,5,5,999.00,999.00,999.00,999.00,35.00
334,old cluster,7,7,0,7,0,9,9,9,18.78,0.02,19.09,0.03,-581.00
335,old cluster,7,7,7,7,7,9,9,9,21.10,0.05,999.00,999.00,-485.00
336,other class,7,7,0,7,0,0,0,0,22.69,0.18,999.00,999.00,-489.00
337,old cluster,7,7,0,7,0,0,0,9,19.94,0.03,20.50,0.05,-507.00
338,old cluster,7,7,0,7,0,5,5,5,999.00,999.00,999.00,999.00,-343.00
339,young clster,6,6,6,6,6,0,0,9,999.00,999.00,999.00,999.00,-479.00
340,old cluster,7,7,0,7,0,0,9,9,19.00,0.02,19.52,0.03,-389.00
341,old cluster,7,19,7,19,7,9,9,9,19.90,0.03,20.67,0.06,-101.00
342,old cluster,7,7,7,7,7,0,0,0,21.69,0.05,999.00,999.00,-283.00
343,other class,9,9,9,9,9,0,0,0,21.71,0.05,22.80,0.16,-98.00
344,old cluster,7,7,0,7,0,0,0,0,999.00,999.00,999.00,999.00,-222.00
345,other class,13,14,0,9,0,0,0,0,999.00,999.00,999.00,999.00,-260.00
346,old cluster,7,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,-514.00
347,old cluster,7,19,7,19,29,9,9,9,999.00,999.00,999.00,999.00,99999.00
348,old cluster,7,19,0,19,0,0,0,9,21.76,0.09,999.00,999.00,-215.00
349,other class,1,19,19,19,1,9,9,9,21.59,0.14,999.00,999.00,-521.00
350,old cluster,7,7,7,7,7,4,4,4,21.61,0.04,999.00,999.00,-609.00
351,other class,0,0,0,0,0,9,9,9,999.00,999.00,999.00,999.00,-147.00
352,old cluster,7,19,7,19,7,0,0,0,999.00,999.00,999.00,999.00,-476.00
353,other class,1,19,19,19,1,0,0,9,21.43,0.09,999.00,999.00,-375.00
354,old cluster,6,6,6,6,7,0,0,0,999.00,999.00,999.00,999.00,-439.00
355,old cluster,0,0,0,0,0,0,0,0,999.00,999.00,999.00,999.00,-249.00
356,young clster,6,6,6,6,6,0,0,0,20.85,0.40,999.00,999.00,-773.00
357,old cluster,6,0,0,6,6,0,0,9,999.00,999.00,999.00,999.00,-204.00
358,other class,1,19,19,19,1,9,9,9,21.14,0.05,21.72,0.08,-114.00
359,old cluster,0,0,0,0,0,9,9,9,999.00,999.00,999.00,999.00,99999.00
360,young clster,0,0,0,6,0,5,5,5,999.00,999.00,999.00,999.00,-69.00
361,old cluster,6,6,6,6,6,9,9,9,21.15,0.05,22.61,0.23,-464.00
362,old cluster,0,0,0,0,0,0,0,0,21.35,0.03,22.10,0.07,-196.00
363,young clster,6,0,0,0,0,5,5,5,21.29,0.07,999.00,999.00,-135.00
364,old cluster,6,0,0,0,0,0,0,9,19.15,0.01,19.52,0.02,-122.00
365,young clster,6,6,0,0,0,9,9,9,20.56,0.05,20.94,0.07,-563.00
366,old cluster,7,19,7,19,7,0,0,0,999.00,999.00,999.00,999.00,-294.00
367,old cluster,6,6,6,6,6,9,9,9,20.70,0.60,999.00,999.00,99999.00
368,old cluster,7,19,0,19,0,9,9,9,17.62,0.01,18.02,0.01,-148.00
369,young clster,6,6,6,6,6,0,0,9,21.46,0.17,22.41,0.34,-349.00
370,old cluster,7,19,7,19,7,9,9,9,20.34,0.21,999.00,999.00,-332.00
371,old cluster,7,6,6,6,6,0,0,0,22.51,0.07,999.00,999.00,-202.00
372,old cluster,7,19,19,19,7,0,0,0,999.00,999.00,999.00,999.00,-401.00
373,old cluster,7,19,0,19,0,0,0,0,999.00,999.00,22.15,0.22,-190.00
374,other class,6,6,0,0,0,5,5,5,999.00,999.00,999.00,999.00,-301.00
375,old cluster,6,6,0,6,0,9,9,9,999.00,999.00,999.00,999.00,99999.00
376,old cluster,7,19,7,19,7,0,0,0,999.00,999.00,999.00,999.00,-278.00
377,other class,7,7,7,7,7,9,9,9,19.09,0.03,19.54,0.04,-130.00
378,other class,6,0,0,0,0,9,9,9,21.45,0.11,999.00,999.00,-354.00
379,other class,1,19,19,19,1,0,0,0,999.00,999.00,999.00,999.00,-119.00
380,old cluster,7,19,19,19,7,0,0,0,999.00,999.00,999.00,999.00,-103.00
381,young clster,6,6,6,6,6,9,9,9,20.02,0.03,20.67,0.05,99999.00
382,old cluster,7,19,7,19,7,9,9,9,21.53,0.07,999.00,999.00,-281.00
383,other class,16,16,16,1,1,9,9,9,20.54,0.04,21.29,0.08,-163.00
384,other class,13,13,13,1,1,0,9,9,21.96,0.06,999.00,999.00,-214.00
385,old cluster,7,19,7,19,29,0,0,0,999.00,999.00,999.00,999.00,-524.00
386,old cluster,7,19,7,19,7,9,9,9,21.00,0.02,21.55,0.05,-152.00
387,old cluster,7,19,7,19,29,9,9,9,20.41,0.08,20.77,0.09,-312.00
388,old cluster,7,19,7,19,29,9,9,9,999.00,999.00,22.17,0.30,-521.00
389,old cluster,6,19,19,19,7,9,9,9,999.00,999.00,21.85,0.94,99999.00
390,old cluster,7,19,7,19,29,9,9,0,21.54,0.08,999.00,999.00,99999.00
391,old cluster,6,19,19,19,29,9,9,9,20.03,0.04,20.27,0.05,-303.00
392,old cluster,7,19,7,19,29,9,9,9,21.75,0.10,999.00,999.00,-104.00
393,other class,16,19,19,19,1,5,5,5,999.00,999.00,999.00,999.00,-33.00
394,old cluster,7,19,7,19,7,9,9,9,999.00,999.00,999.00,999.00,-576.00
395,other class,19,19,19,19,1,9,9,9,21.35,0.06,21.69,0.12,-32.00
396,old cluster,7,19,7,7,29,9,5,5,999.00,999.00,999.00,999.00,-100.00
397,other class,16,19,19,19,1,0,9,9,999.00,999.00,22.92,0.41,-107.00
398,other class,18,19,19,19,1,0,0,0,999.00,999.00,999.00,999.00,-460.00
399,other class,9,19,19,19,1,9,9,9,999.00,999.00,999.00,999.00,99999.00
400,other class,1,1,1,1,1,0,0,9,999.00,999.00,999.00,999.00,-222.00
401,other class,1,1,1,1,1,0,0,0,21.96,0.16,999.00,999.00,-433.00
402,other class,7,7,7,7,7,5,5,5,19.30,0.02,19.62,0.03,-588.00
403,other class,1,1,1,9,1,0,0,0,999.00,999.00,999.00,999.00,-326.00
404,other class,7,7,7,7,7,9,9,9,21.75,0.11,999.00,999.00,-295.00
405,other class,1,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,-537.00
406,other class,9,1,1,9,1,0,0,0,21.71,0.11,21.88,0.13,-433.00
407,other class,6,6,6,6,6,9,9,9,19.63,0.03,19.99,0.04,-584.00
408,other class,9,9,1,9,1,9,9,9,999.00,999.00,999.00,999.00,-518.00
409,other class,1,7,7,7,7,9,9,9,20.80,0.03,21.85,0.08,-124.00
410,other class,13,19,19,19,1,9,9,9,22.99,0.18,999.00,999.00,-535.00
411,old cluster,7,7,7,23,29,9,9,9,999.00,999.00,999.00,999.00,99999.00
412,other class,7,7,7,7,7,0,0,9,999.00,999.00,999.00,999.00,-120.00
413,other class,1,1,1,1,1,9,9,9,18.42,0.01,18.30,0.01,-58.00
414,other class,9,19,19,19,1,9,9,9,999.00,999.00,999.00,999.00,-488.00
415,other class,6,6,6,6,1,0,0,0,22.24,0.09,999.00,999.00,-406.00
416,other class,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,-161.00
417,other class,13,19,19,19,1,0,0,0,20.60,0.09,999.00,999.00,-247.00
418,other class,13,19,19,19,1,9,0,9,22.25,0.17,999.00,999.00,-403.00
419,young clster,6,6,6,6,6,0,0,9,22.23,0.07,999.00,999.00,-238.00
420,other class,1,19,19,19,9,9,9,9,21.29,0.10,22.90,0.25,-458.00
421,other class,6,6,6,6,6,9,9,9,18.98,0.02,20.63,0.09,99999.00
422,other class,9,19,19,19,1,9,9,9,21.91,0.15,999.00,999.00,-96.00
423,other class,6,6,6,6,7,9,9,9,19.69,0.03,20.10,0.04,-534.00
424,old cluster,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,-233.00
425,other class,6,6,6,6,6,0,0,0,22.62,0.28,999.00,999.00,-289.00
426,other class,6,6,6,6,6,0,0,9,20.41,0.05,21.00,0.09,-272.00
427,other class,13,13,13,1,1,9,9,9,22.02,0.20,999.00,999.00,99999.00
428,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,-551.00
429,other class,9,9,1,9,1,0,0,0,999.00,999.00,999.00,999.00,-412.00
430,young clster,6,0,0,6,0,0,9,9,999.00,999.00,999.00,999.00,-500.00
431,young clster,7,7,0,7,0,9,9,9,21.82,0.19,999.00,999.00,-40.00
432,other class,9,9,1,9,9,9,9,9,21.73,0.05,999.00,999.00,-53.00
433,other class,9,9,1,9,9,0,0,0,999.00,999.00,999.00,999.00,-248.00
434,other class,9,9,9,9,1,9,9,9,20.93,0.05,21.61,0.10,-95.00
435,other class,6,7,6,6,7,0,0,0,22.84,0.33,999.00,999.00,-328.00
436,young clster,0,0,0,0,0,9,9,9,23.14,0.21,999.00,999.00,-58.00
437,old cluster,6,6,6,6,6,5,5,5,22.44,0.17,22.68,0.22,-251.00
438,other class,7,7,0,0,0,9,9,9,999.00,999.00,999.00,999.00,-497.00
439,other class,9,1,30,1,1,0,0,9,999.00,999.00,999.00,999.00,-151.00
440,young clster,0,0,0,6,0,9,9,9,999.00,999.00,999.00,999.00,-510.00
441,young clster,0,0,7,0,0,0,0,0,999.00,999.00,999.00,999.00,-496.00
442,other class,16,19,19,19,1,5,5,5,20.70,0.06,21.09,0.09,-164.00
443,other class,16,19,19,19,1,9,9,9,20.68,0.07,21.44,0.19,-110.00
444,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,-352.00
445,old cluster,7,19,7,19,7,9,9,9,22.02,0.06,22.60,0.10,-99.00
446,young clster,6,0,0,0,0,9,9,9,20.38,0.04,20.85,0.06,-514.00
447,other class,7,7,7,7,7,9,9,9,20.07,0.05,20.71,0.07,-453.00
448,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
449,old cluster,7,0,7,19,7,9,9,9,999.00,999.00,999.00,999.00,-358.00
450,old cluster,7,7,0,23,0,0,0,0,999.00,999.00,999.00,999.00,-428.00
451,other class,6,6,0,6,0,0,0,0,22.95,0.31,22.37,0.34,-312.00
452,other class,7,7,7,7,7,9,9,9,20.45,0.04,20.65,0.05,-89.00
453,other class,6,6,6,0,0,9,9,9,999.00,999.00,999.00,999.00,99999.00
454,other class,9,9,1,9,9,0,0,0,999.00,999.00,999.00,999.00,-372.00
455,old cluster,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,-321.00
456,other class,13,13,13,1,1,9,9,9,999.00,999.00,999.00,999.00,-153.00
457,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,-360.00
458,other class,13,13,13,9,1,0,9,0,999.00,999.00,999.00,999.00,99999.00
459,old cluster,0,0,0,0,0,9,9,9,18.56,0.01,18.52,0.02,-507.00
460,other class,6,6,24,6,24,9,9,9,23.20,0.23,999.00,999.00,-348.00
461,other class,6,6,6,6,6,9,9,9,22.30,0.23,999.00,999.00,99999.00
462,young clster,0,0,6,0,6,9,9,9,999.00,999.00,999.00,999.00,-445.00
463,old cluster,0,0,6,0,0,9,9,9,21.21,0.04,22.24,0.11,-676.00
464,young clster,6,6,0,6,24,9,9,9,21.98,0.20,999.00,999.00,-332.00
465,other class,7,7,7,7,7,9,9,9,21.58,0.18,999.00,999.00,-166.00
466,other class,6,6,0,0,0,9,9,9,21.24,0.15,21.08,0.12,-233.00
467,young clster,6,6,24,6,24,5,5,5,22.32,0.19,999.00,999.00,-447.00
468,other class,1,7,7,7,7,9,9,9,20.53,0.06,20.96,0.07,-469.00
469,other class,7,7,6,6,6,9,9,9,20.94,0.11,22.83,0.54,-222.00
470,young clster,6,6,6,6,6,0,0,9,999.00,999.00,999.00,999.00,-291.00
471,young clster,7,0,0,0,6,9,9,9,999.00,999.00,999.00,999.00,-202.00
472,other class,7,7,7,7,7,9,9,9,20.27,0.04,20.72,0.06,-575.00
473,old cluster,7,19,7,19,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
474,other class,16,19,19,19,1,0,0,0,22.65,0.21,999.00,999.00,-383.00
475,other class,16,16,16,1,9,9,9,9,999.00,999.00,999.00,999.00,-277.00
476,other class,7,7,7,7,7,9,9,9,20.87,0.06,21.41,0.12,-522.00
477,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
478,other class,7,7,7,7,7,9,9,9,21.61,0.07,23.43,0.43,-382.00
479,other class,7,7,7,7,7,9,9,9,22.44,0.24,999.00,999.00,-421.00
480,other class,6,6,6,6,6,0,9,9,999.00,999.00,999.00,999.00,-320.00
481,other class,6,6,6,6,6,9,9,9,20.90,0.10,21.00,0.09,-157.00
482,other class,6,6,6,6,6,9,9,9,22.54,0.10,999.00,999.00,99999.00
483,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,-178.00
484,other class,16,16,16,9,1,9,9,9,22.81,0.38,999.00,999.00,-434.00
485,other class,13,19,19,19,1,9,9,0,999.00,999.00,999.00,999.00,99999.00
486,other class,1,7,7,7,7,0,0,9,22.03,0.18,999.00,999.00,-326.00
487,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
488,other class,16,16,16,1,1,0,0,0,999.00,999.00,999.00,999.00,-190.00
489,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
490,other class,1,1,1,1,1,9,9,9,999.00,999.00,22.10,0.19,99999.00
491,other class,7,7,7,7,7,9,9,9,21.21,0.05,21.88,0.07,-159.00
492,other class,7,19,19,19,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
493,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,-27.00
494,other class,7,7,7,7,7,0,0,0,20.17,0.08,20.35,0.08,-239.00
495,other class,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,-221.00
496,other class,1,19,19,19,1,9,9,9,999.00,999.00,999.00,999.00,-361.00
497,other class,7,7,7,7,7,9,9,9,20.77,0.15,21.11,0.19,99999.00
498,other class,7,7,7,7,7,4,9,9,999.00,999.00,999.00,999.00,-448.00
499,other class,9,7,7,7,7,5,9,9,21.79,0.11,999.00,999.00,-490.00
500,other class,7,7,7,7,7,9,9,9,21.36,0.14,22.03,0.22,-552.00
501,old cluster,7,19,0,19,0,9,9,9,999.00,999.00,999.00,999.00,-90.00
502,old cluster,7,19,7,19,7,0,9,9,999.00,999.00,999.00,999.00,-209.00
503,other class,14,14,14,9,9,9,9,9,21.02,0.05,20.98,0.11,99999.00
504,other class,9,19,19,19,9,9,9,9,999.00,999.00,999.00,999.00,-318.00
505,other class,13,19,19,19,9,9,9,0,22.78,0.74,999.00,999.00,99999.00
506,other class,13,19,19,19,9,0,0,0,999.00,999.00,999.00,999.00,99999.00
507,other class,13,19,19,19,9,9,9,9,21.61,0.18,22.21,0.22,-43.00
508,other class,12,12,12,9,9,4,9,9,999.00,999.00,23.62,0.35,-239.00
509,other class,13,13,13,9,9,9,9,9,999.00,999.00,999.00,999.00,-36.00
510,other class,16,16,16,9,9,9,9,9,999.00,999.00,999.00,999.00,-538.00
511,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,-144.00
512,other class,16,16,16,9,9,9,9,9,999.00,999.00,999.00,999.00,-157.00
513,young clster,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
514,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
515,other class,9,9,9,9,9,9,9,9,21.68,0.16,22.64,0.19,2.00
516,young clster,13,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,-478.00
517,young clster,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,-561.00
518,old cluster,6,6,6,6,0,9,9,9,19.27,0.03,19.54,0.04,-220.00
519,young clster,6,6,6,6,6,9,9,9,21.64,0.08,999.00,999.00,-82.00
520,other class,7,7,7,7,7,9,9,9,22.43,0.21,22.56,0.25,-131.00
521,other class,6,6,6,6,6,9,9,9,21.10,0.06,21.58,0.09,-475.00
522,other class,13,13,13,9,9,9,9,9,21.55,0.14,999.00,999.00,99999.00
523,other class,16,19,19,19,9,9,9,9,999.00,999.00,999.00,999.00,-75.00
524,other class,6,6,6,6,9,9,9,9,21.86,0.09,23.18,0.41,-495.00
525,other class,18,18,18,9,9,9,9,9,21.32,0.11,21.41,0.18,99999.00
526,old cluster,6,6,6,6,6,9,9,9,19.83,0.02,999.00,999.00,-33.00
527,other class,6,6,6,6,6,9,9,9,22.01,0.18,999.00,999.00,99999.00
528,old cluster,7,19,7,19,7,9,9,9,22.21,0.20,21.81,0.17,-121.00
529,old cluster,7,19,7,19,29,9,9,9,21.55,0.10,999.00,999.00,-99.00
530,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,-262.00
531,other class,16,19,19,19,9,9,9,9,22.18,0.20,999.00,999.00,-490.00
532,other class,9,9,9,9,9,4,9,4,999.00,999.00,999.00,999.00,99999.00
533,other class,16,19,19,19,9,9,9,9,999.00,999.00,999.00,999.00,-532.00
534,other class,9,9,9,9,9,9,9,9,22.37,0.19,21.92,0.12,-304.00
535,other class,16,16,16,9,9,9,9,9,22.45,0.19,23.06,0.30,-172.00
536,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,-138.00
537,old cluster,7,19,7,19,29,0,9,9,999.00,999.00,999.00,999.00,-136.00
538,other class,13,19,19,19,9,0,0,0,999.00,999.00,999.00,999.00,-313.00
539,other class,16,19,19,19,9,9,9,9,23.05,0.20,999.00,999.00,-228.00
540,other class,16,16,16,9,9,0,0,0,999.00,999.00,999.00,999.00,-416.00
541,old cluster,7,19,19,19,29,9,9,9,999.00,999.00,999.00,999.00,-15.00
542,other class,16,19,19,19,9,9,9,9,21.78,0.06,21.70,0.06,-294.00
543,other class,0,0,0,9,9,9,9,9,999.00,999.00,999.00,999.00,-206.00
544,other class,6,6,24,6,24,9,9,9,22.55,0.22,999.00,999.00,-129.00
545,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
546,young clster,7,28,7,28,28,9,9,9,20.73,0.06,21.20,0.08,-403.00
547,old cluster,7,7,7,7,7,9,9,9,22.69,0.26,999.00,999.00,-96.00
548,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,12.00
549,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,-204.00
550,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,-403.00
551,other class,7,7,7,7,7,9,9,9,22.15,0.11,999.00,999.00,99999.00
552,old cluster,9,0,0,0,0,9,9,9,20.84,0.08,21.22,0.10,-470.00
553,other class,9,9,9,9,9,9,9,9,21.85,0.12,999.00,999.00,-214.00
554,old cluster,9,21,0,21,0,9,9,9,20.85,0.10,21.29,0.14,-81.00
555,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
556,other class,9,7,0,0,0,9,9,9,21.81,0.08,21.88,0.10,-140.00
557,other class,6,6,6,6,21,9,9,9,999.00,999.00,999.00,999.00,-217.00
558,other class,6,6,6,6,7,9,9,9,21.28,0.10,21.37,0.10,-85.00
559,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
560,other class,6,6,6,6,9,9,9,9,21.91,0.14,999.00,999.00,-239.00
561,other class,6,6,6,6,6,9,9,0,999.00,999.00,999.00,999.00,-36.00
562,other class,6,6,6,6,21,9,9,9,999.00,999.00,999.00,999.00,-52.00
563,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,-86.00
564,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,-405.00
565,other class,6,6,6,6,6,9,9,9,22.89,0.38,999.00,999.00,-194.00
566,other class,6,6,6,7,6,5,5,5,999.00,999.00,999.00,999.00,-68.00
567,old cluster,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
568,other class,6,6,0,6,6,9,9,9,21.87,0.07,21.99,0.09,-286.00
569,other class,6,6,0,6,9,0,0,0,999.00,999.00,999.00,999.00,-110.00
570,other class,6,6,6,6,6,9,9,9,22.16,0.18,999.00,999.00,-406.00
571,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
572,other class,6,6,6,6,21,9,9,9,999.00,999.00,999.00,999.00,-120.00
573,other class,6,6,6,6,6,0,9,9,999.00,999.00,25.33,3.49,-204.00
574,other class,9,21,21,21,21,9,9,0,999.00,999.00,999.00,999.00,99999.00
575,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,-302.00
576,other class,6,6,6,6,6,9,9,9,21.28,0.10,21.65,0.09,-253.00
577,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
578,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,-199.00
579,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
580,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
581,other class,6,6,6,6,6,9,9,9,20.94,0.09,21.37,0.12,-501.00
582,other class,6,6,6,6,9,9,9,9,999.00,999.00,999.00,999.00,-125.00
583,other class,6,6,6,6,9,9,9,9,999.00,999.00,999.00,999.00,-225.00
584,other class,6,6,6,6,6,9,9,9,23.17,0.36,999.00,999.00,-206.00
585,other class,6,6,6,6,9,9,9,9,999.00,999.00,999.00,999.00,-395.00
586,other class,6,6,6,6,9,9,9,9,19.21,0.02,19.49,0.03,-550.00
587,other class,9,9,9,9,9,9,9,9,21.11,0.16,21.09,0.13,-511.00
588,other class,6,6,6,9,9,9,9,9,999.00,999.00,999.00,999.00,-556.00
589,other class,9,6,6,6,9,9,9,9,999.00,999.00,999.00,999.00,-93.00
590,other class,9,9,9,9,9,9,9,9,999.00,999.00,999.00,999.00,-174.00
591,other class,9,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,-513.00
592,other class,6,7,6,7,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
593,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,-550.00
594,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,-419.00
595,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,-197.00
596,other class,0,0,0,0,0,9,9,9,999.00,999.00,999.00,999.00,-543.00
597,other class,0,0,0,0,0,9,9,9,999.00,999.00,999.00,999.00,-80.00
598,other class,9,21,21,21,21,9,9,9,999.00,999.00,999.00,999.00,99999.00
599,other class,9,21,21,21,21,9,9,9,999.00,999.00,999.00,999.00,-259.00
600,other class,6,6,6,6,6,9,9,9,22.74,0.11,999.00,999.00,-385.00
601,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,-149.00
602,other class,6,6,6,6,21,9,9,9,999.00,999.00,999.00,999.00,99999.00
603,other class,6,6,6,21,21,9,9,9,999.00,999.00,999.00,999.00,-374.00
604,other class,9,9,9,9,9,9,9,9,999.00,999.00,21.25,0.11,99999.00
605,other class,6,6,6,6,21,9,9,9,999.00,999.00,999.00,999.00,-449.00
606,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
607,other class,6,6,6,6,21,9,9,9,999.00,999.00,999.00,999.00,99999.00
608,other class,0,0,0,0,0,9,9,9,21.87,0.64,999.00,999.00,-676.00
609,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
610,other class,0,0,0,0,0,9,9,9,23.35,0.46,999.00,999.00,-184.00
611,other class,6,6,6,6,9,9,9,9,999.00,999.00,999.00,999.00,99999.00
612,other class,6,6,6,6,9,9,9,9,999.00,999.00,999.00,999.00,99999.00
613,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
614,other class,6,6,6,6,21,9,9,9,999.00,999.00,999.00,999.00,99999.00
615,other class,6,6,6,6,21,9,9,9,999.00,999.00,999.00,999.00,99999.00
616,other class,9,9,30,9,9,9,9,9,999.00,999.00,999.00,999.00,99999.00
617,other class,9,21,21,21,21,0,0,0,20.75,0.04,21.36,0.07,99999.00
618,other class,9,21,21,21,21,0,0,0,21.75,0.07,22.30,0.19,99999.00
619,other class,6,6,6,6,9,0,0,0,999.00,999.00,999.00,999.00,99999.00
620,other class,9,21,21,21,21,0,0,0,999.00,999.00,999.00,999.00,99999.00
621,other class,9,21,21,21,21,9,9,9,17.69,0.00,17.68,0.01,99999.00
622,other class,9,21,21,21,21,0,0,0,999.00,999.00,999.00,999.00,99999.00
623,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,99999.00
624,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,99999.00
625,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,99999.00
626,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
627,other class,9,9,9,9,9,5,5,5,999.00,999.00,999.00,999.00,99999.00
628,other class,9,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
629,other class,6,6,6,6,9,5,5,5,999.00,999.00,999.00,999.00,99999.00
630,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
631,other class,6,6,6,6,6,5,9,5,999.00,999.00,999.00,999.00,99999.00
632,other class,6,6,6,6,9,9,9,9,999.00,999.00,999.00,999.00,99999.00
633,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
634,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
635,other class,6,6,6,22,9,9,9,9,999.00,999.00,999.00,999.00,99999.00
636,old cluster,6,6,6,7,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
637,other class,9,9,3,9,9,9,9,9,999.00,999.00,999.00,999.00,99999.00
638,other class,9,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
639,other class,9,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
640,other class,13,13,13,9,9,9,9,9,999.00,999.00,999.00,999.00,99999.00
641,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
642,young clster,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
643,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
644,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
645,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
646,young clster,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
647,young clster,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
